mouse_gene,human_gene,priority_rank,priority_reason,pmid,doi,pmcid,title,journal,year,cited_by,gene_in_title,method_in_abstract,zone_in_abstract,why_this_record,url
Pax9,PAX9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,30977275,10.1002/wdev.343,PMC6565447,"Defects in intervertebral disc and spine during development, degeneration, and pain: New research directions for disc regeneration and therapy.",Wiley interdisciplinary reviews. Developmental biology,2019,39,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/wdev.343
Myh9,MYH9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,21638321,10.1002/jbmr.441,PMC3383326,An essential role for the association of CD47 to SHPS-1 in skeletal remodeling.,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2011,39,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/jbmr.441
Traf3,TRAF3,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24277158,10.1007/s12640-013-9443-y,PMC3972319,Cisplatin inhibits hippocampal cell proliferation and alters the expression of apoptotic genes.,Neurotoxicity research,2014,38,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s12640-013-9443-y
Arnt,ARNT,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35094018,10.1038/s41418-021-00919-4,PMC8991200,Circadian rhythm modulates endochondral bone formation via MTR1/AMPKβ1/BMAL1 signaling axis.,Cell death and differentiation,2022,37,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41418-021-00919-4
Lrp6,LRP6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37683603,10.1016/j.stem.2023.08.004,PMC10790417,Lgr5-expressing secretory cells form a Wnt inhibitory niche in cartilage critical for chondrocyte identity.,Cell stem cell,2023,37,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.stem.2023.08.004
Sox6,SOX6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37683603,10.1016/j.stem.2023.08.004,PMC10790417,Lgr5-expressing secretory cells form a Wnt inhibitory niche in cartilage critical for chondrocyte identity.,Cell stem cell,2023,37,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.stem.2023.08.004
Unc5b,UNC5B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,21652706,10.1074/jbc.m111.253518,PMC3191047,"Myocyte enhancer factor 2c, an osteoblast transcription factor identified by dimethyl sulfoxide (DMSO)-enhanced mineralization.",The Journal of biological chemistry,2011,36,False,immunohistochemistry,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1074/jbc.m111.253518
Lrp6,LRP6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31909538,10.1096/fj.201902109r,PMC7018543,Aging aggravates intervertebral disc degeneration by regulating transcription factors toward chondrogenesis.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2020,36,False,immunohistochemistry,prehypertrophic; hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1096/fj.201902109r
Ckap2,CKAP2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,30578870,10.1016/j.jaci.2018.10.070,PMC6556402,17β-Estradiol protects the esophageal epithelium from IL-13-induced barrier dysfunction and remodeling.,The Journal of allergy and clinical immunology,2019,36,False,immunofluorescence,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.jaci.2018.10.070
Myh9,MYH9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,23470228,10.1089/ten.tea.2012.0385,PMC3700141,Matrix-embedded cytokines to simulate osteoarthritis-like cartilage microenvironments.,Tissue engineering. Part A,2013,36,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1089/ten.tea.2012.0385
Nedd4,NEDD4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24155239,10.1074/jbc.m113.486795,PMC3853265,E6-AP/UBE3A protein acts as a ubiquitin ligase toward SOX9 protein.,The Journal of biological chemistry,2013,35,False,,prehypertrophic; hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1074/jbc.m113.486795
Prkar1a,PRKAR1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,20421483,10.1073/pnas.1003680107,PMC2889322,Alternate protein kinase A activity identifies a unique population of stromal cells in adult bone.,Proceedings of the National Academy of Sciences of the United States of America,2010,35,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1073/pnas.1003680107
Epha2,EPHA2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,23765990,10.1002/dvdy.23999,PMC3877746,Investigation of retinoic acid function during embryonic brain development using retinaldehyde-rescued Rdh10 knockout mice.,Developmental dynamics : an official publication of the American Association of Anatomists,2013,35,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/dvdy.23999
Unc5b,UNC5B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,21872564,10.1016/j.ajpath.2011.06.034,PMC3181360,Identification and characterization of cartilage oligomeric matrix protein as a novel pathogenic factor in keloids.,The American journal of pathology,2011,34,False,immunohistochemistry,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ajpath.2011.06.034
Smad6,SMAD6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,23994637,10.1016/j.ydbio.2013.08.021,PMC4267888,Smad7 regulates terminal maturation of chondrocytes in the growth plate.,Developmental biology,2013,34,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ydbio.2013.08.021
Nedd4,NEDD4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24657641,10.1016/j.bbamcr.2014.03.011,PMC4111238,FGFR3 induces degradation of BMP type I receptor to regulate skeletal development.,Biochimica et biophysica acta,2014,32,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bbamcr.2014.03.011
Apc,APC,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32380258,10.1016/j.bone.2020.115368,PMC7354209,Wnt signaling in chondroprogenitors during long bone development and growth.,Bone,2020,32,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2020.115368
Sox6,SOX6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32380258,10.1016/j.bone.2020.115368,PMC7354209,Wnt signaling in chondroprogenitors during long bone development and growth.,Bone,2020,32,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2020.115368
Gsk3b,GSK3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,23904355,10.1210/en.2013-1155,PMC5053811,"GSK-3β function in bone regulates skeletal development, whole-body metabolism, and male life span.",Endocrinology,2013,31,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1210/en.2013-1155
Epha2,EPHA2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27184401,10.1016/j.stem.2016.04.002,PMC5193118,Mule Regulates the Intestinal Stem Cell Niche via the Wnt Pathway and Targets EphB3 for Proteasomal and Lysosomal Degradation.,Cell stem cell,2016,29,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.stem.2016.04.002
Lgr4,LGR4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,28287403,10.1172/jci90527,PMC5373870,RANKL coordinates multiple osteoclastogenic pathways by regulating expression of ubiquitin ligase RNF146.,The Journal of clinical investigation,2017,29,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1172/jci90527
Kif3b,KIF3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,22152678,10.1016/j.ajhg.2011.10.016,PMC3234368,Recurrent dominant mutations affecting two adjacent residues in the motor domain of the monomeric kinesin KIF22 result in skeletal dysplasia and joint laxity.,American journal of human genetics,2011,29,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ajhg.2011.10.016
Mib1,MIB1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25644707,10.1002/path.4510,PMC4564123,Cell cycle deregulation and mosaic loss of Ext1 drive peripheral chondrosarcomagenesis in the mouse and reveal an intrinsic cilia deficiency.,The Journal of pathology,2015,29,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/path.4510
Pax9,PAX9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,20004766,10.1016/j.ajhg.2009.11.005,PMC2790567,Homozygous inactivating mutations in the NKX3-2 gene result in spondylo-megaepiphyseal-metaphyseal dysplasia.,American journal of human genetics,2009,29,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ajhg.2009.11.005
Myh9,MYH9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,18489005,10.1002/dvdy.21561,PMC2862365,Expression and function of BMP3 during chick limb development.,Developmental dynamics : an official publication of the American Association of Anatomists,2008,29,False,,perichondrial,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/dvdy.21561
Bmpr2,BMPR2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25521919,10.1038/pr.2014.208,PMC6354579,Spatial regulation of gene expression during growth of articular cartilage in juvenile mice.,Pediatric research,2015,28,False,in situ hybridization; laser capture,resting,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/pr.2014.208
Traf3,TRAF3,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25553465,10.2741/4323,PMC4365475,Cilia/Ift protein and motor -related bone diseases and mouse models.,Frontiers in bioscience (Landmark edition),2015,28,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.2741/4323
Arnt,ARNT,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,30428407,10.1016/j.biomaterials.2018.11.003,PMC6389329,Neuronal PAS domain 2 (Npas2) facilitated osseointegration of titanium implant with rough surface through a neuroskeletal mechanism.,Biomaterials,2019,28,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.biomaterials.2018.11.003
Kif3b,KIF3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25553465,10.2741/4323,PMC4365475,Cilia/Ift protein and motor -related bone diseases and mouse models.,Frontiers in bioscience (Landmark edition),2015,28,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.2741/4323
Traf3ip1,TRAF3IP1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25553465,10.2741/4323,PMC4365475,Cilia/Ift protein and motor -related bone diseases and mouse models.,Frontiers in bioscience (Landmark edition),2015,28,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.2741/4323
Ift52,IFT52,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25553465,10.2741/4323,PMC4365475,Cilia/Ift protein and motor -related bone diseases and mouse models.,Frontiers in bioscience (Landmark edition),2015,28,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.2741/4323
Ift57,IFT57,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25553465,10.2741/4323,PMC4365475,Cilia/Ift protein and motor -related bone diseases and mouse models.,Frontiers in bioscience (Landmark edition),2015,28,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.2741/4323
Ift172,IFT172,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25084815,10.1007/s00018-014-1690-4,PMC11114052,The growth plate's response to load is partially mediated by mechano-sensing via the chondrocytic primary cilium.,Cellular and molecular life sciences : CMLS,2015,28,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s00018-014-1690-4
Ift172,IFT172,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25553465,10.2741/4323,PMC4365475,Cilia/Ift protein and motor -related bone diseases and mouse models.,Frontiers in bioscience (Landmark edition),2015,28,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.2741/4323
Bambi,BAMBI,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32730925,10.1016/j.bone.2020.115540,PMC7614069,Learning from BMPs and their biophysical extracellular matrix microenvironment for biomaterial design.,Bone,2020,27,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2020.115540
Hoxa11,HOXA11,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,29735531,10.1074/jbc.ra118.001825,PMC6005452,Smad4 deficiency impairs chondrocyte hypertrophy via the Runx2 transcription factor in mouse skeletal development.,The Journal of biological chemistry,2018,27,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1074/jbc.ra118.001825
Mettl14,METTL14,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,36369887,10.1080/15384101.2022.2125751,PMC9879177,METTL3-mediated long non-coding RNA MIR99AHG methylation targets miR-4660 to promote bone marrow mesenchymal stem cell osteogenic differentiation.,"Cell cycle (Georgetown, Tex.)",2023,25,False,immunohistochemistry,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1080/15384101.2022.2125751
Ift52,IFT52,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,28409350,10.1007/978-3-319-51436-9_11,PMC7065811,Primary Cilia in Cystic Kidney Disease.,Results and problems in cell differentiation,2017,24,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/978-3-319-51436-9_11
Mib1,MIB1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,21688347,10.1002/dvdy.22680,PMC3137702,Aberrant expression of genes necessary for neuronal development and Notch signaling in an epileptic mind bomb zebrafish.,Developmental dynamics : an official publication of the American Association of Anatomists,2011,24,False,in situ hybridization,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/dvdy.22680
Atp2b1,ATP2B1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,30730853,10.1172/jci.insight.121798,PMC6483519,Intestinal clock system regulates skeletal homeostasis.,JCI insight,2019,23,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1172/jci.insight.121798
Bmpr2,BMPR2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32315291,10.1172/jci.insight.135355,PMC7253025,Protein kinase G1 regulates bone regeneration and rescues diabetic fracture healing.,JCI insight,2020,22,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1172/jci.insight.135355
Kdm1a,KDM1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,26903200,10.1016/j.joca.2016.02.003,PMC4907852,Epigenetically mediated spontaneous reduction of NFAT1 expression causes imbalanced metabolic activities of articular chondrocytes in aged mice.,Osteoarthritis and cartilage,2016,22,False,immunohistochemistry,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.joca.2016.02.003
Traf3,TRAF3,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24578159,10.1002/art.38521,PMC4077927,Carboxyl terminus of Hsp70-interacting protein regulation of osteoclast formation in mice through promotion of tumor necrosis factor receptor-associated factor 6 protein degradation.,"Arthritis & rheumatology (Hoboken, N.J.)",2014,22,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/art.38521
Mib1,MIB1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,7698699,10.1136/gut.36.3.391,PMC1382452,Proliferative compartment deregulation in the non-neoplastic colonic epithelium of familial adenomatous polyposis.,Gut,1995,22,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1136/gut.36.3.391
Gnas,GNAS,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,30111653,10.1242/dev.164830,PMC6176935,<i>Enpp1</i> inhibits ectopic joint calcification and maintains articular chondrocytes by repressing hedgehog signaling.,"Development (Cambridge, England)",2018,22,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1242/dev.164830
Vti1a,VTI1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37029304,10.1038/s41418-023-01152-x,PMC10244380,Developmental growth plate cartilage formation suppressed by artificial light at night via inhibiting BMAL1-driven collagen hydroxylation.,Cell death and differentiation,2023,21,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41418-023-01152-x
Fuz,FUZ,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25774014,10.1002/dvdy.24272,PMC4449324,A hypomorphic allele reveals an important role of inturned in mouse skeletal development.,Developmental dynamics : an official publication of the American Association of Anatomists,2015,19,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/dvdy.24272
Nedd4,NEDD4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,39872501,10.1007/s44164-023-00059-8,PMC11756486,3D tumor spheroids: morphological alterations a yardstick to anti-cancer drug response.,In vitro models,2023,18,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s44164-023-00059-8
Bbc3,BBC3,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32413329,10.1016/j.devcel.2020.04.012,PMC7299199,Snai2 Maintains Bone Marrow Niche Cells by Repressing Osteopontin Expression.,Developmental cell,2020,18,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.devcel.2020.04.012
Bmpr2,BMPR2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32745689,10.1016/j.bone.2020.115564,PMC7502492,MicroRNAs in cartilage development and dysplasia.,Bone,2020,17,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2020.115564
Arnt,ARNT,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37166370,10.1089/ars.2022.0187,PMC10654996,Tumor Niches: Perspectives for Targeted Therapies in Glioblastoma.,Antioxidants & redox signaling,2023,16,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1089/ars.2022.0187
Epha2,EPHA2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32747445,10.1074/jbc.ra119.011164,PMC7521649,Progranulin modulates cartilage-specific gene expression via sirtuin 1-mediated deacetylation of the transcription factors SOX9 and P65.,The Journal of biological chemistry,2020,15,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1074/jbc.ra119.011164
Epha2,EPHA2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,36117450,10.1002/jbmr.4707,PMC9772060,Conditional Deletion of HIF-2α in Mouse Nucleus Pulposus Reduces Fibrosis and Provides Mild and Transient Protection From Age-Dependent Structural Changes in Intervertebral Disc.,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2022,15,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/jbmr.4707
Arnt,ARNT,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,36117450,10.1002/jbmr.4707,PMC9772060,Conditional Deletion of HIF-2α in Mouse Nucleus Pulposus Reduces Fibrosis and Provides Mild and Transient Protection From Age-Dependent Structural Changes in Intervertebral Disc.,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2022,15,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/jbmr.4707
Kif3b,KIF3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,29571613,10.1016/j.ydbio.2018.03.019,PMC5903954,Hypomorphic Smo mutant with inefficient ciliary enrichment disrupts the highest level of vertebrate Hedgehog response.,Developmental biology,2018,15,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ydbio.2018.03.019
Lrp6,LRP6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37023531,10.1016/j.ebiom.2023.104546,PMC10102813,B4GALNT3 regulates glycosylation of sclerostin and bone mass.,EBioMedicine,2023,15,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ebiom.2023.104546
Gsk3b,GSK3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,28298517,10.1074/mcp.m116.064980,PMC5461542,Phosphoproteomics of Fibroblast Growth Factor 1 (FGF1) Signaling in Chondrocytes: Identifying the Signature of Inhibitory Response.,Molecular & cellular proteomics : MCP,2017,14,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1074/mcp.m116.064980
Prkar1a,PRKAR1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31441021,10.1007/s11914-019-00527-9,PMC6819265,Complex Phenotypes: Mechanisms Underlying Variation in Human Stature.,Current osteoporosis reports,2019,14,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s11914-019-00527-9
Lrp6,LRP6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35167946,10.1016/j.matbio.2022.02.002,PMC9606722,O-fucosylation of thrombospondin type 1 repeats is essential for ECM remodeling and signaling during bone development.,Matrix biology : journal of the International Society for Matrix Biology,2022,14,False,,hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.matbio.2022.02.002
Gsk3b,GSK3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34657312,10.1002/jor.25185,PMC9013393,Pulsed electromagnetic field therapy alters early healing in a rat model of rotator cuff injury and repair: Potential mechanisms.,Journal of orthopaedic research : official publication of the Orthopaedic Research Society,2022,13,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/jor.25185
Brd2,BRD2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34700039,10.1016/j.bone.2021.116234,PMC9014208,Brd4 is required for chondrocyte differentiation and endochondral ossification.,Bone,2022,13,False,,hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2021.116234
Traf3,TRAF3,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31945456,10.1016/j.joca.2020.01.001,PMC7108965,RNA-seq analysis of chondrocyte transcriptome reveals genetic heterogeneity in LG/J and SM/J murine strains.,Osteoarthritis and cartilage,2020,13,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.joca.2020.01.001
Traf3ip1,TRAF3IP1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31945456,10.1016/j.joca.2020.01.001,PMC7108965,RNA-seq analysis of chondrocyte transcriptome reveals genetic heterogeneity in LG/J and SM/J murine strains.,Osteoarthritis and cartilage,2020,13,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.joca.2020.01.001
Fkbp1a,FKBP1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,36754251,10.1016/j.joca.2023.01.574,PMC10272080,Transient depletion of macrophages alters local inflammatory response at the site of disc herniation in a transgenic mouse model.,Osteoarthritis and cartilage,2023,13,False,immunofluorescence,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.joca.2023.01.574
Myh9,MYH9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34738614,10.1242/dev.199607,PMC8714075,Skeletal stem cell fate defects caused by Pdgfrb activating mutation.,"Development (Cambridge, England)",2021,13,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1242/dev.199607
Vti1a,VTI1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37267917,10.1016/j.stem.2023.05.002,PMC10240254,Systematic dissection of coordinated stromal remodeling identifies Sox10<sup>+</sup> glial cells as a therapeutic target in myelofibrosis.,Cell stem cell,2023,12,False,lineage tracing,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.stem.2023.05.002
Mtf2,MTF2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,16502414,10.1002/dvdy.20722,PMC2738421,Frontal nasal prominence expression driven by Tcfap2a relies on a conserved binding site for STAT proteins.,Developmental dynamics : an official publication of the American Association of Anatomists,2006,12,False,reporter mouse,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/dvdy.20722
Mib1,MIB1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,21315423,10.1016/j.humpath.2010.11.002,PMC4089890,Expression of serine 194-phosphorylated Fas-associated death domain protein correlates with proliferation in B-cell non-Hodgkin lymphomas.,Human pathology,2011,12,False,immunohistochemistry,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.humpath.2010.11.002
Bmpr2,BMPR2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,29091523,10.1369/0022155417739283,PMC5761947,Osteogenic Potential of Caspases Related to Endochondral Ossification.,The journal of histochemistry and cytochemistry : official journal of the Histochemistry Society,2018,11,False,immunohistochemistry,resting,closed-access record matching gene x growth-plate x method,https://doi.org/10.1369/0022155417739283
Hoxa11,HOXA11,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,33022452,10.1016/j.bone.2020.115677,PMC7744341,Mesenchyme-specific loss of Dot1L histone methyltransferase leads to skeletal dysplasia phenotype in mice.,Bone,2021,11,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2020.115677
Ptbp1,PTBP1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24480778,10.1016/j.gep.2014.01.004,PMC4008318,Specific enrichment of the RNA-binding proteins PCBP1 and PCBP2 in chief cells of the murine gastric mucosa.,Gene expression patterns : GEP,2014,11,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.gep.2014.01.004
Bambi,BAMBI,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27653516,10.1002/ppul.23576,PMC7159391,Poster Session Abstracts.,Pediatric pulmonology,2016,10,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/ppul.23576
Sufu,SUFU,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31948942,10.1158/0008-5472.can-19-2054,PMC7416697,An ABC Transporter Drives Medulloblastoma Pathogenesis by Regulating Sonic Hedgehog Signaling.,Cancer research,2020,10,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1158/0008-5472.can-19-2054
Arnt,ARNT,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37244427,10.1016/j.bone.2023.116811,PMC10330684,Orchiectomy sensitizes cortical bone in male mice to the harmful effects of kynurenine.,Bone,2023,10,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2023.116811
Pax9,PAX9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,26423296,10.2174/1574888x10666151001115248,PMC5543935,Stem Cells in Skeletal Tissue Engineering: Technologies and Models.,Current stem cell research & therapy,2016,10,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.2174/1574888x10666151001115248
Gsk3b,GSK3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,33609145,10.1007/s00109-021-02049-3,,Glycogen synthase kinase 3 alpha/beta deletion induces precocious growth plate remodeling in mice.,"Journal of molecular medicine (Berlin, Germany)",2021,9,False,immunofluorescence,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s00109-021-02049-3
Smurf2,SMURF2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32976586,10.1093/toxsci/kfaa145,PMC7706402,"Exposure to tert-Butylphenyl Diphenyl Phosphate, an Organophosphate Ester Flame Retardant and Plasticizer, Alters Hedgehog Signaling in Murine Limb Bud Cultures.",Toxicological sciences : an official journal of the Society of Toxicology,2020,9,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/toxsci/kfaa145
Sufu,SUFU,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,33683377,10.1007/s00018-021-03806-w,PMC9278483,"Thm2 interacts with paralog, Thm1, and sensitizes to Hedgehog signaling in postnatal skeletogenesis.",Cellular and molecular life sciences : CMLS,2021,9,False,,proliferative; hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s00018-021-03806-w
Ift52,IFT52,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,33683377,10.1007/s00018-021-03806-w,PMC9278483,"Thm2 interacts with paralog, Thm1, and sensitizes to Hedgehog signaling in postnatal skeletogenesis.",Cellular and molecular life sciences : CMLS,2021,9,False,,proliferative; hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s00018-021-03806-w
Mib1,MIB1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,29531012,10.1534/genetics.118.300807,PMC5935030,MIB-1 Is Required for Spermatogenesis and Facilitates LIN-12 and GLP-1 Activity in <i>Caenorhabditis elegans</i>.,Genetics,2018,9,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1534/genetics.118.300807
