active_ingredient,source_type,pmid,pmcid,year,title,mentions_growth_effect,mentions_growth_harm,note
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),39853909,PMC11760983,2025,A Clinical Practice-Based Comparison of Conventional and Individualized Dosing Strategies for Therapeutic Enoxaparin.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),41290205,PMC12948263,2026,Low Molecular Weight Heparin Thromboprophylaxis or No Treatment following Cesarean Delivery: A Pilot Randomized Controlled Trial.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),,PMC12943893,2026,"An Overview of Anticoagulant Drugs Pharmacology, Therapeutic Approaches, Limitations and Perspectives",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),42256242,PMC13235331,2026,"Safety of recombinant activated factor VII for bleeding use post Heart Mate III, left ventricular assist device implantation.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),41599620,PMC12844682,2025,Pharmacokinetics and Childhood Obesity: Pathophysiological Basis and Challenges in Choosing the Ideal Body Size Descriptor.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),41953082,PMC13054604,2026,High dose fish oil lipid emulsion (FOLE) use in pediatric patients: A case series.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),41255069,PMC12823307,2026,Physiologically-Based Pharmacokinetic Modeling to Support Pediatric Clinical Development: An IQ Working Group Perspective on the Current Status and Challenges.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),41095776,PMC12524948,2025,The Crucial Role of Tinzaparin in Managing Venous Thromboembolism in the Cancer Population.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),41761134,PMC13049724,2026,Association of pre-transplant pulmonary hypertension and post-transplant major adverse cardiovascular events in kidney transplant recipients: a retrospective study.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),41209777,PMC12591530,2025,"A comparative study of efficacy and tolerability of cetirizine and bilastine in patients of allergic rhinitis: An open-label, randomized, parallel-group study.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),41926731,PMC13046221,2026,Development and Launch of a Dutch Mobile App (MediMama) on Over-the-Counter Medication Safety During Pregnancy and Breastfeeding: Development and Usability Study.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),38549675,PMC10972884,2024,Model-based exploration of the rationality of off-label use of cetirizine in Chinese pediatric patients: a prospective cohort study.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),41024309,PMC12482575,2025,Intradiscal injection of allogeneic bone marrow derived clonal mesenchymal stromal cells in discogenic low back pain: a phase I study on safety and feasibility (RELIEF: phase I).,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),40873858,PMC12380480,2025,Androgenetic Alopecia: An Update on Pathogenesis and Pharmacological Treatment.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),41863005,PMC13172016,2026,Beyond the Wheeze: Incidental Diagnosis of Eosinophilic Oesophagitis in a Young Child With Asthma-Like Symptoms.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),41394156,PMC12695863,2025,The efficacy and safety of combining different Chinese patent medicines with conventional Western drugs in the treatment of pediatric allergic rhinitis: network meta-analysis.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),42317461,PMC13272313,2026,"Ivermectin in veterinary medicine: a narrative review of antiparasitic efficacy, resistance evolution, antiviral evidence, and One Health implications.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),42028243,PMC13101694,2026,Androgenetic alopecia risk in allergic rhinitis: A cohort study of immune and antihistamine effects.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),40475103,PMC12136554,2025,Do Non-Prescription Products Help in Managing Androgenic Alopecia?,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),41226747,PMC12608207,2025,Using the Mechanisms of Action Involved in the Pathogenesis of Androgenetic Alopecia to Treat Hair Loss.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
CETIRIZINE,regulatory / label-adjacent literature (Europe PMC),41405882,PMC12712829,2026,Vixarelimab in Patients With Prurigo Nodularis: A Randomized Clinical Trial.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),41019329,PMC12460080,2025,Endocrine complications after solid organ transplantation in childhood and adolescents.,False,True,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),42276802,PMC13264856,2026,"Effect of supplemental hydrocortisone during stress in prednisolone-induced adrenal insufficiency: a study protocol for a multicentre, randomised, double-blinded, placebo-controlled clinical trial on health-related quali",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),40831866,PMC12359977,2025,The Role of Dupilumab in Atopic Dermatitis-Like Graft-Versus-Host Disease.,False,True,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),41367530,PMC12683492,2025,Expert consensus on the off-label use of drugs for pediatric rare diseases in China (2025 edition).,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),42139656,PMC13225237,2026,"Vamorolone Safety, Pharmacokinetics, and Exploratory Efficacy in Duchenne Muscular Dystrophy: A Phase II, Nonrandomized, Multiple-Dose Study in 2-&lt;4-Year-Old Boys.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),41300647,PMC12651789,2025,Neuroinflammation as a Novel Therapeutic Frontier for Sanfilippo Syndrome.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),41774261,PMC12957623,2026,"Results of a phase II open-label, multiple-dose study of vamorolone (VBP15-006) in 7- to &lt; 18-year-old boys with duchenne muscular dystrophy.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),41874506,PMC13014172,2026,Prednisolone Once Daily vs Hydrocortisone Thrice Daily in Hypoadrenalism: A Randomized Clinical Trial.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),42448986,,2026,Head-to-Head Comparison of an IGF-1R Inhibitor Versus Intravenous Glucocorticoid for Active Thyroid Eye Disease: Design of a Randomized Clinical Trial.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),41886473,PMC13038111,2026,A systematic review of adverse effects associated with systemic corticosteroids in the management of leprosy.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),42198681,PMC13209986,2026,Therapeutic Approaches for HTLV-1-Associated Myelopathy/Tropical Spastic Paraparesis: Current and Emerging Strategies.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
PREDNISOLONE,regulatory / label-adjacent literature (Europe PMC),42345630,PMC13295749,2026,Pharmacotherapeutic Interventions for Sensorineural Hearing Loss: A Scoping Review.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),42367301,,2026,Off-label prescribing in ophthalmology: a retrospective analysis.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),42012271,PMC13104782,2026,Novel Inositol Acyltransferase (Gwt1) Inhibitor for Fungal Keratitis Treatment: Evaluation of In Vitro and In Vivo Efficacy and Safety.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),,PMC13293914,,Off-label prescribing in ophthalmology: a retrospective analysis,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),42226574,PMC13232878,2026,Repurposing the antispasmodic drug pinaverium bromide as a novel antifungal agent and synergist against &lt;i&gt;Candida albicans&lt;/i&gt;.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),42346571,PMC13300783,2026,In Vitro Evaluation of Olorofim and Amphotericin B Combination Therapy Against &lt;i&gt;Talaromyces marneffei&lt;/i&gt;.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),42132416,PMC13251425,2026,Evaluation of Sensititre YeastOne for antifungal susceptibility testing of &lt;i&gt;Candida (Candidozyma) auris&lt;/i&gt;: misclassification of &lt;i&gt;FKS1&lt;/i&gt; mutants and overestimation of caspofungin resistance,False,True,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),42042330,PMC13117111,2026,Clinical Significance of Rare Non-&lt;i&gt;Candida&lt;/i&gt; Yeasts in Pediatric Fungemia: A Retrospective Analysis.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),42015479,PMC13108355,2026,Esculetin exhibits antifungal effects against &lt;i&gt;Cryptococcus neoformans&lt;/i&gt; by inhibiting titan cell formation.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),41998068,PMC13247071,2026,Real-time snapping dynamics and nanoscale thickness profiling of salmon keratocyte tunneling nanotubes using partially coherent quantitative phase microscopy.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),42339268,PMC13285926,2026,Antimicrobial peptides from arthropod venoms exhibit activity against &lt;i&gt;Sporothrix&lt;/i&gt; species.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),41893153,PMC13028233,2026,New and Investigational Treatment Options for Dermatomycosis in the Era of Antifungal Resistance.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
AMPHOTERICIN B,regulatory / label-adjacent literature (Europe PMC),42003962,PMC13089233,2026,The Upcoming Antifungal Drugs in Clinical Development for the Treatment of Invasive Candidiasis.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),42039693,PMC13110046,2026,A Drug-Drug Interaction of Ainuovirine with Fluconazole in Healthy Adults and Dose Optimization Informed by Pharmacokinetics Modelling.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),42003962,PMC13089233,2026,The Upcoming Antifungal Drugs in Clinical Development for the Treatment of Invasive Candidiasis.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),42132416,PMC13251425,2026,Evaluation of Sensititre YeastOne for antifungal susceptibility testing of &lt;i&gt;Candida (Candidozyma) auris&lt;/i&gt;: misclassification of &lt;i&gt;FKS1&lt;/i&gt; mutants and overestimation of caspofungin resistance,False,True,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),41122134,PMC12537239,2025,Renal Transplant in a Bardet-Biedl Syndrome Patient: A First Case From Azerbaijan.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),41982454,PMC13070928,2026,"Six-month surveillance of &lt;i&gt;Candida parapsilosis&lt;/i&gt; in Tyrol, Austria: high-risk ST11 lineage and early, heterogeneous fluconazole resistance.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),42198591,PMC13209263,2026,Exploring the Mechanism of Tannic Acid Against &lt;i&gt;Pichia kudriavzevii&lt;/i&gt; in the VK2/E6E7 Vaginal Epithelial Cell Line and Its Synergy with Azoles on Drug-Resistant &lt;i&gt;Candida&lt;/i&gt; Species.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),41891695,PMC13141911,2026,"The azole-resistance phenotype of a &lt;i&gt;Nakaseomyces glabratus&lt;/i&gt; clinical strain encoding a wild-type &lt;i&gt;PDR1&lt;/i&gt; allele involves the efflux pumps Aus1 and Pdh1 and Cyb5, an alternative reductase",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),42189323,PMC13212837,2026,Neonatal Candida infections in Brazil: study on virulence and antifungal susceptibility with predominance of non-albicans Candida.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),41884392,PMC13011845,2026,An Overview of the Treatment of Onychomycosis in Patients with Diabetes: Current Pharmacological and Non-Pharmacological Options.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),41858679,PMC12997004,2026,A review of the current anti-&lt;i&gt;Cryptococcus&lt;/i&gt; antifungals and emerging treatment strategies.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),41820875,PMC13094096,2026,Pogostone disrupts key virulence traits of Candida albicans: hyphal inhibition and biofilm suppression.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FLUCONAZOLE,regulatory / label-adjacent literature (Europe PMC),42042330,PMC13117111,2026,Clinical Significance of Rare Non-&lt;i&gt;Candida&lt;/i&gt; Yeasts in Pediatric Fungemia: A Retrospective Analysis.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
